Names of Unit,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,RC Arms Act,RC Explosive Act,RC Narcotics,RC Smuggling,Date
SMP,0.0,1.0,0,12,0.0,28.0,1,3,3,19.0,78.0,1.0,0,49.0,12.0,May-23
RPMP,0.0,0.0,3,1,0.0,9.0,0,0,0,11.0,46.0,0.0,0,32.0,0.0,May-23
GMP,0.0,2.0,9,0,0.0,17.0,0,0,3,4.0,50.0,0.0,0,61.0,0.0,May-23
Dhaka Range,13.0,17.0,67,16,0.0,366.0,10,11,34,99.0,1164.0,26.0,2,1122.0,1.0,May-23
Mymensingh Range,0.0,2.0,14,10,0.0,153.0,8,0,6,57.0,615.0,3.0,8,340.0,23.0,May-23
Chittagong Range,6.0,19.0,42,7,0.0,214.0,12,12,34,89.0,1104.0,45.0,1,1052.0,37.0,May-23
Sylhet Range,1.0,2.0,15,3,0.0,84.0,0,1,4,57.0,434.0,2.0,0,178.0,38.0,May-23
Khulna Range,1.0,7.0,25,9,0.0,170.0,4,1,16,83.0,756.0,7.0,2,683.0,17.0,May-23
Barishal Range,1.0,2.0,13,1,0.0,109.0,0,3,8,28.0,446.0,5.0,0,242.0,0.0,May-23
Rajshahi Range,3.0,12.0,23,10,0.0,227.0,2,5,6,83.0,738.0,50.0,5,999.0,34.0,May-23
Rangpur Range,3.0,1.0,21,2,0.0,207.0,3,5,9,73.0,867.0,2.0,0,420.0,10.0,May-23
Ralway Range,0.0,1.0,0,2,0.0,1.0,0,0,0,15.0,6.0,0.0,0,22.0,1.0,May-23
DMP,4.0,25.0,24,16,0.0,136.0,7,8,36,134.0,627.0,3.0,3,1066.0,6.0,Jun-23
CMP,0.0,9.0,5,8,0.0,40.0,1,0,15,36.0,147.0,2.0,0,202.0,6.0,Jun-23
KMP,0.0,2.0,2,1,0.0,26.0,0,0,6,7.0,34.0,0.0,0,45.0,0.0,Jun-23
RMP,0.0,1.0,1,0,0.0,16.0,2,0,3,3.0,44.0,1.0,0,51.0,1.0,Jun-23
BMP,0.0,0.0,2,1,0.0,11.0,0,0,5,5.0,47.0,0.0,0,53.0,0.0,Jun-23
SMP,0.0,0.0,5,13,0.0,13.0,0,3,4,10.0,67.0,0.0,0,32.0,3.0,Jun-23
RPMP,0.0,0.0,0,0,0.0,13.0,0,0,0,8.0,44.0,0.0,0,32.0,1.0,Jun-23
GMP,1.0,3.0,10,0,0.0,22.0,3,1,2,7.0,94.0,0.0,0,81.0,1.0,Jun-23
Dhaka Range,11.0,24.0,54,22,0.0,334.0,10,5,35,136.0,10.0,10.0,0,970.0,6.0,Jun-23
Mymensingh Range,0.0,-1.0,11,8,0.0,174.0,-1,2,8,48.0,497.0,9.0,4,303.0,42.0,Jun-23
Chittagong Range,2.0,16.0,60,7,0.0,184.0,9,9,32,94.0,1027.0,36.0,3,975.0,32.0,Jun-23
Sylhet Range,0.0,0.0,17,5,0.0,67.0,1,4,3,63.0,363.0,0.0,0,116.0,29.0,Jun-23
Khulna Range,5.0,5.0,26,8,0.0,197.0,2,4,13,80.0,735.0,12.0,2,689.0,14.0,Jun-23
Barishal Range,1.0,3.0,3,4,0.0,138.0,0,2,11,33.0,360.0,2.0,1,204.0,0.0,Jun-23
Rajshahi Range,1.0,9.0,26,8,0.0,208.0,4,2,4,74.0,777.0,28.0,5,935.0,37.0,Jun-23
Rangpur Range,2.0,6.0,25,3,0.0,251.0,1,2,16,77.0,793.0,0.0,0,329.0,9.0,Jun-23
Ralway Range,0.0,1.0,1,0,0.0,0.0,0,0,0,16.0,13.0,1.0,0,12.0,0.0,Jun-23
DMP,6.0,12.0,19,33,2.0,134.0,2,12,48,103.0,728.0,5.0,10,1143.0,9.0,Jul-23
CMP,1.0,12.0,2,6,0.0,53.0,6,2,13,20.0,111.0,1.0,0,196.0,2.0,Jul-23
KMP,1.0,0.0,5,0,0.0,29.0,0,0,7,16.0,47.0,0.0,0,71.0,0.0,Jul-23
RMP,0.0,3.0,3,0,0.0,11.0,0,0,3,14.0,41.0,0.0,2,102.0,0.0,Jul-23
BMP,0.0,1.0,3,2,0.0,22.0,0,0,3,5.0,60.0,0.0,0,86.0,0.0,Jul-23
SMP,0.0,1.0,0,10,0.0,16.0,1,0,5,13.0,74.0,1.0,0,53.0,13.0,Jul-23
RPMP,0.0,0.0,0,0,0.0,13.0,2,1,0,8.0,41.0,3.0,0,63.0,0.0,Jul-23
GMP,2.0,6.0,14,0,0.0,26.0,6,0,4,12.0,66.0,2.0,0,86.0,0.0,Jul-23
Dhaka Range,15.0,15.0,58,20,0.0,318.0,3,10,41,126.0,1117.0,14.0,3,1063.0,1.0,Jul-23
Mymensingh Range,0.0,4.0,19,2,0.0,172.0,4,2,5,44.0,523.0,2.0,2,296.0,40.0,Jul-23
Chittagong Range,7.0,15.0,63,6,0.0,202.0,7,9,48,96.0,1044.0,34.0,15,1079.0,27.0,Jul-23
Sylhet Range,0.0,4.0,23,4,0.0,56.0,1,2,2,41.0,357.0,1.0,0,152.0,38.0,Jul-23
Khulna Range,2.0,4.0,27,3,1.0,148.0,1,0,20,89.0,693.0,10.0,3,714.0,13.0,Jul-23
Barishal Range,2.0,1.0,5,1,0.0,123.0,2,4,14,29.0,399.0,2.0,3,237.0,1.0,Jul-23
Rajshahi Range,1.0,10.0,25,6,0.0,228.0,2,3,12,90.0,833.0,50.0,5,1134.0,41.0,Jul-23
Rangpur Range,2.0,3.0,28,1,0.0,242.0,2,2,14,82.0,918.0,1.0,0,375.0,6.0,Jul-23
Ralway Range,0.0,3.0,2,0,0.0,1.0,0,0,0,14.0,14.0,1.0,0,13.0,1.0,Jul-23
DMP,1.0,13.0,10,18,0.0,157.0,8,9,53,153.0,704.0,3.0,0,1184.0,14.0,Aug-23
CMP,0.0,10.0,2,9,0.0,49.0,3,3,21,48.0,117.0,5.0,1,229.0,6.0,Aug-23
KMP,0.0,0.0,2,2,0.0,26.0,0,1,7,9.0,39.0,5.0,0,113.0,0.0,Aug-23
RMP,0.0,1.0,1,0,0.0,19.0,4,0,5,14.0,52.0,1.0,6,127.0,1.0,Aug-23
BMP,1.0,0.0,2,0,0.0,17.0,0,0,6,5.0,44.0,0.0,1,78.0,0.0,Aug-23
SMP,0.0,1.0,1,10,0.0,19.0,0,3,6,13.0,67.0,0.0,1,35.0,20.0,Aug-23
RPMP,0.0,0.0,0,0,0.0,11.0,0,1,0,9.0,55.0,1.0,0,66.0,0.0,Aug-23
GMP,2.0,7.0,7,0,0.0,40.0,2,1,4,19.0,94.0,2.0,0,113.0,1.0,Aug-23
Dhaka Range,8.0,20.0,55,19,0.0,298.0,4,5,42,117.0,1082.0,10.0,5,1124.0,3.0,Aug-23
Mymensingh Range,0.0,0.0,13,7,0.0,204.0,1,,6,64.0,528.0,0.0,26,251.0,37.0,Aug-23
Chittagong Range,3.0,22.0,50,1,0.0,173.0,9,15,39,102.0,942.0,39.0,0,1059.0,25.0,Aug-23
Sylhet Range,2.0,1.0,14,3,0.0,79.0,3,1,4,52.0,320.0,2.0,1,131.0,91.0,Aug-23
Khulna Range,2.0,6.0,24,4,0.0,164.0,2,2,25,77.0,631.0,12.0,2,708.0,20.0,Aug-23
Barishal Range,1.0,4.0,11,3,0.0,142.0,0,1,16,28.0,355.0,2.0,0,228.0,0.0,Aug-23
Rajshahi Range,1.0,16.0,38,10,0.0,218.0,4,1,19,89.0,729.0,48.0,5,1092.0,49.0,Aug-23
Rangpur Range,0.0,1.0,20,4,0.0,234.0,0,0,16,76.0,826.0,1.0,0,536.0,7.0,Aug-23
Ralway Range,1.0,2.0,3,0,0.0,1.0,0,0,0,14.0,7.0,2.0,0,16.0,0.0,Aug-23
DMP,0.0,20.0,12,9,2.0,141.0,3,5,53,124.0,624.0,5.0,5,1141.0,16.0,Sep-23
CMP,0.0,12.0,6,11,0.0,33.0,4,1,15,37.0,143.0,2.0,0,199.0,4.0,Sep-23
KMP,0.0,0.0,1,0,0.0,39.0,1,0,1,8.0,34.0,4.0,0,92.0,0.0,Sep-23
RMP,0.0,3.0,2,0,0.0,12.0,1,0,6,14.0,45.0,2.0,2,77.0,0.0,Sep-23
BMP,0.0,1.0,0,3,0.0,15.0,0,1,7,7.0,41.0,0.0,1,94.0,0.0,Sep-23
SMP,2.0,1.0,2,12,0.0,17.0,1,4,3,17.0,58.0,0.0,0,41.0,15.0,Sep-23
RPMP,0.0,0.0,1,0,0.0,10.0,0,0,0,9.0,37.0,0.0,0,42.0,1.0,Sep-23
GMP,0.0,3.0,11,0,0.0,27.0,5,3,3,9.0,72.0,1.0,0,103.0,1.0,Sep-23
Dhaka Range,12.0,19.0,54,26,0.0,275.0,8,8,39,112.0,975.0,7.0,8,1016.0,8.0,Sep-23
Mymensingh Range,0.0,3.0,15,2,0.0,189.0,4,1,8,38.0,497.0,1.0,19,260.0,46.0,Sep-23
Chittagong Range,3.0,15.0,52,6,0.0,185.0,9,7,30,107.0,845.0,49.0,2,1007.0,40.0,Sep-23
Sylhet Range,1.0,5.0,14,3,0.0,62.0,0,4,6,42.0,290.0,1.0,0,139.0,96.0,Sep-23
Khulna Range,1.0,4.0,15,6,0.0,154.0,3,5,13,86.0,561.0,11.0,4,806.0,16.0,Sep-23
Barishal Range,1.0,3.0,12,5,0.0,130.0,1,1,15,23.0,338.0,4.0,2,196.0,2.0,Sep-23
Rajshahi Range,1.0,12.0,23,14,0.0,214.0,6,2,12,93.0,683.0,42.0,3,1035.0,53.0,Sep-23
Rangpur Range,0.0,3.0,16,2,0.0,194.0,4,5,19,81.0,723.0,3.0,0,453.0,9.0,Sep-23
Ralway Range,0.0,2.0,2,0,0.0,2.0,0,1,0,23.0,4.0,0.0,0,20.0,0.0,Sep-23
DMP,3.0,20.0,19,8,7.0,128.0,6,11,38,136.0,682.0,6.0,17,844.0,13.0,Oct-23
CMP,0.0,2.0,1,3,0.0,41.0,2,2,14,29.0,124.0,3.0,1,207.0,1.0,Oct-23
KMP,0.0,1.0,2,2,0.0,30.0,0,0,5,8.0,48.0,5.0,0,137.0,0.0,Oct-23
RMP,0.0,3.0,4,0,0.0,14.0,4,2,3,15.0,53.0,4.0,6,123.0,1.0,Oct-23
BMP,0.0,0.0,0,1,0.0,16.0,0,0,2,6.0,59.0,1.0,0,71.0,0.0,Oct-23
SMP,0.0,0.0,1,7,1.0,22.0,0,3,6,20.0,64.0,0.0,0,30.0,8.0,Oct-23
RPMP,0.0,0.0,2,0,0.0,13.0,0,0,0,14.0,48.0,2.0,0,52.0,0.0,Oct-23
GMP,1.0,2.0,9,2,0.0,26.0,5,2,3,13.0,85.0,0.0,0,118.0,2.0,Oct-23
Dhaka Range,7.0,28.0,54,19,0.0,221.0,5,12,47,113.0,1012.0,9.0,34,812.0,0.0,Oct-23
Mymensingh Range,0.0,1.0,19,3,0.0,197.0,3,0,13,49.0,408.0,0.0,12,211.0,45.0,Oct-23
Chittagong Range,1.0,23.0,50,1,2.0,160.0,10,27,44,114.0,993.0,47.0,18,882.0,29.0,Oct-23
Sylhet Range,1.0,2.0,10,5,0.0,55.0,1,8,5,60.0,317.0,0.0,1,98.0,71.0,Oct-23
Khulna Range,2.0,3.0,22,3,0.0,150.0,5,0,9,82.0,615.0,9.0,13,668.0,15.0,Oct-23
Barishal Range,5.0,2.0,10,4,0.0,131.0,1,2,11,22.0,493.0,2.0,7,187.0,0.0,Oct-23
Rajshahi Range,2.0,13.0,34,3,0.0,202.0,3,3,11,90.0,657.0,38.0,44,989.0,34.0,Oct-23
Rangpur Range,0.0,3.0,20,4,0.0,214.0,3,5,13,73.0,636.0,2.0,3,434.0,5.0,Oct-23
Ralway Range,0.0,3.0,1,0,2.0,1.0,0,0,0,24.0,6.0,1.0,0,16.0,0.0,Oct-23
DMP,2.0,14.0,17,19,5.0,118.0,2,5,56,121.0,555.0,2.0,26,661.0,11.0,Nov-23
CMP,0.0,2.0,6,3,0.0,42.0,3,3,8,29.0,122.0,2.0,1,177.0,0.0,Nov-23
KMP,0.0,1.0,1,0,0.0,10.0,1,1,3,17.0,37.0,0.0,0,93.0,0.0,Nov-23
RMP,0.0,2.0,1,0,1.0,13.0,0,8,7,11.0,55.0,4.0,16,94.0,1.0,Nov-23
BMP,0.0,1.0,1,1,1.0,19.0,0,0,1,2.0,43.0,0.0,1,58.0,0.0,Nov-23
SMP,0.0,2.0,2,4,0.0,16.0,0,6,3,15.0,71.0,0.0,8,28.0,5.0,Nov-23
RPMP,0.0,0.0,0,1,0.0,9.0,2,0,0,10.0,47.0,0.0,0,33.0,0.0,Nov-23
GMP,0.0,2.0,4,0,0.0,22.0,2,5,4,10.0,75.0,0.0,10,58.0,0.0,Nov-23
Dhaka Range,14.0,19.0,51,26,0.0,258.0,10,15,34,93.0,922.0,8.0,23,666.0,6.0,Nov-23
Mymensingh Range,0.0,2.0,10,3,0.0,144.0,3,1,10,37.0,408.0,3.0,8,164.0,28.0,Nov-23
Chittagong Range,3.0,14.0,54,7,0.0,125.0,8,17,34,84.0,821.0,50.0,41,707.0,25.0,Nov-23
Sylhet Range,2.0,3.0,6,3,0.0,51.0,0,3,2,44.0,290.0,1.0,6,90.0,45.0,Nov-23
Khulna Range,0.0,6.0,16,6,0.0,113.0,1,1,14,51.0,540.0,10.0,21,529.0,18.0,Nov-23
Barishal Range,2.0,1.0,9,5,0.0,119.0,0,1,14,11.0,338.0,6.0,20,163.0,0.0,Nov-23
Rajshahi Range,2.0,5.0,26,10,0.0,178.0,1,7,4,57.0,597.0,21.0,51,793.0,28.0,Nov-23
Rangpur Range,0.0,3.0,22,1,0.0,189.0,0,6,11,55.0,675.0,1.0,3,376.0,10.0,Nov-23
Ralway Range,0.0,2.0,1,0,0.0,0.0,0,0,0,17.0,25.0,2.0,0,14.0,0.0,Nov-23
DMP,4.0,23.0,4,16,0.0,103.0,10,5,42,130.0,584.0,3.0,19,951.0,13.0,Dec-23
CMP,0.0,10.0,7,5,0.0,24.0,0,2,10,44.0,109.0,4.0,1,248.0,1.0,Dec-23
KMP,0.0,0.0,0,2,0.0,16.0,0,0,4,11.0,28.0,4.0,0,137.0,0.0,Dec-23
RMP,0.0,2.0,2,1,0.0,14.0,0,2,2,8.0,42.0,2.0,2,193.0,1.0,Dec-23
BMP,0.0,0.0,1,1,0.0,17.0,0,0,3,8.0,32.0,0.0,0,42.0,0.0,Dec-23
SMP,0.0,0.0,1,1,0.0,17.0,0,1,4,15.0,54.0,0.0,0,39.0,7.0,Dec-23
RPMP,0.0,0.0,0,0,0.0,8.0,0,1,0,4.0,36.0,0.0,2,70.0,0.0,Dec-23
GMP,2.0,4.0,7,3,0.0,37.0,0,1,8,9.0,71.0,0.0,0,103.0,0.0,Dec-23
Dhaka Range,11.0,18.0,62,17,0.0,196.0,4,11,37,91.0,905.0,7.0,5,801.0,4.0,Dec-23
Mymensingh Range,0.0,3.0,20,4,0.0,112.0,1,0,5,45.0,369.0,1.0,1,163.0,27.0,Dec-23
Chittagong Range,6.0,21.0,53,5,0.0,166.0,4,5,38,93.0,778.0,61.0,8,873.0,26.0,Dec-23
Sylhet Range,2.0,4.0,10,0,0.0,42.0,3,2,4,46.0,279.0,1.0,0,104.0,26.0,Dec-23
Khulna Range,0.0,2.0,11,5,0.0,82.0,1,2,12,53.0,534.0,7.0,1,597.0,9.0,Dec-23
Barishal Range,1.0,3.0,9,8,0.0,102.0,2,1,9,25.0,345.0,3.0,0,186.0,0.0,Dec-23
Rajshahi Range,2.0,4.0,24,6,0.0,143.0,2,3,8,61.0,651.0,22.0,19,997.0,22.0,Dec-23
Rangpur Range,2.0,6.0,22,3,0.0,114.0,2,1,14,47.0,783.0,0.0,1,415.0,6.0,Dec-23
Ralway Range,0.0,5.0,0,0,0.0,0.0,0,0,0,12.0,14.0,1.0,1,25.0,1.0,Dec-23
DMP,1.0,25.0,11,18,0.0,110.0,8,5,63,141.0,458.0,5.0,6,865.0,9.0,Jan-24
CMP,0.0,5.0,5,6,1.0,30.0,4,0,15,31.0,128.0,4.0,0,191.0,2.0,Jan-24
KMP,0.0,1.0,2,2,0.0,3.0,0,0,3,8.0,28.0,3.0,0,125.0,1.0,Jan-24
RMP,0.0,4.0,1,2,0.0,8.0,0,1,2,6.0,53.0,1.0,1,163.0,0.0,Jan-24
BMP,0.0,2.0,1,6,0.0,12.0,1,1,2,5.0,42.0,1.0,0,48.0,0.0,Jan-24
SMP,1.0,1.0,1,3,0.0,12.0,0,1,5,9.0,52.0,2.0,0,42.0,9.0,Jan-24
RPMP,0.0,0.0,1,1,0.0,4.0,5,0,0,6.0,28.0,0.0,0,71.0,1.0,Jan-24
GMP,4.0,1.0,11,4,0.0,22.0,5,2,5,5.0,90.0,0.0,1,87.0,0.0,Jan-24
Dhaka Range,13.0,29.0,59,7,0.0,194.0,6,10,38,93.0,893.0,10.0,3,824.0,1.0,Jan-24
Mymensingh Range,0.0,4.0,14,9,0.0,84.0,4,6,7,42.0,404.0,1.0,0,234.0,27.0,Jan-24
Chittagong Range,5.0,16.0,34,9,0.0,128.0,9,10,27,115.0,800.0,52.0,8,795.0,26.0,Jan-24
Sylhet Range,1.0,7.0,15,5,0.0,22.0,1,1,6,55.0,284.0,1.0,0,89.0,23.0,Jan-24
Khulna Range,0.0,5.0,23,4,0.0,71.0,1,2,15,59.0,559.0,9.0,7,561.0,8.0,Jan-24
Barishal Range,1.0,0.0,15,7,0.0,95.0,2,0,23,25.0,369.0,3.0,0,179.0,1.0,Jan-24
Rajshahi Range,1.0,11.0,26,8,0.0,130.0,1,3,4,77.0,719.0,29.0,17,867.0,20.0,Jan-24
Rangpur Range,2.0,2.0,11,1,0.0,117.0,4,1,13,60.0,655.0,0.0,0,436.0,5.0,Jan-24
Ralway Range,0.0,1.0,1,0,0.0,1.0,0,0,0,12.0,11.0,0.0,0,15.0,0.0,Jan-24
DMP,2.0,26.0,4,21,0.0,114.0,9,4,51,134.0,576.0,5.0,1,800.0,22.0,Feb-24
CMP,2.0,11.0,4,13,0.0,35.0,3,2,15,31.0,167.0,5.0,0,228.0,3.0,Feb-24
KMP,1.0,0.0,0,0,0.0,11.0,0,1,7,14.0,36.0,3.0,0,148.0,0.0,Feb-24
RMP,1.0,2.0,0,3,0.0,15.0,1,0,6,17.0,52.0,0.0,0,138.0,0.0,Feb-24
BMP,0.0,0.0,0,3,0.0,10.0,1,1,6,10.0,48.0,0.0,0,46.0,2.0,Feb-24
SMP,1.0,0.0,0,6,0.0,22.0,0,1,2,9.0,62.0,0.0,0,30.0,8.0,Feb-24
RPMP,0.0,1.0,1,0,0.0,8.0,1,0,0,12.0,33.0,1.0,0,61.0,0.0,Feb-24
GMP,1.0,6.0,10,0,0.0,32.0,1,1,9,8.0,83.0,2.0,1,105.0,1.0,Feb-24
Dhaka Range,9.0,27.0,54,23,0.0,252.0,10,9,32,115.0,981.0,12.0,1,1002.0,5.0,Feb-24
Mymensingh Range,0.0,4.0,14,1,0.0,124.0,1,1,5,39.0,444.0,0.0,0,294.0,21.0,Feb-24
Chittagong Range,5.0,15.0,52,9,0.0,156.0,5,7,26,121.0,924.0,47.0,1,791.0,21.0,Feb-24
Sylhet Range,5.0,4.0,25,3,0.0,57.0,0,3,5,54.0,313.0,1.0,0,122.0,33.0,Feb-24
Khulna Range,1.0,8.0,19,10,2.0,104.0,3,4,17,61.0,595.0,15.0,1,686.0,10.0,Feb-24
Barishal Range,1.0,4.0,12,6,0.0,133.0,1,1,13,35.0,372.0,0.0,1,187.0,0.0,Feb-24
Rajshahi Range,1.0,9.0,23,7,0.0,164.0,5,1,9,77.0,729.0,37.0,4,986.0,16.0,Feb-24
Rangpur Range,3.0,3.0,17,3,0.0,134.0,2,1,17,71.0,692.0,0.0,0,434.0,5.0,Feb-24
Ralway Range,0.0,1.0,5,0,0.0,0.0,0,0,0,12.0,25.0,1.0,0,18.0,1.0,Feb-24
DMP,1.0,28.0,18,28,0.0,127.0,7,2,53,163.0,798.0,8.0,1,835.0,22.0,Mar-24
CMP,0.0,11.0,6,8,0.0,33.0,4,2,13,34.0,172.0,5.0,0,164.0,9.0,Mar-24
KMP,0.0,2.0,0,0,0.0,11.0,1,1,5,14.0,39.0,0.0,0,138.0,0.0,Mar-24
RMP,0.0,0.0,0,0,0.0,11.0,2,2,4,13.0,59.0,0.0,0,145.0,0.0,Mar-24
BMP,0.0,0.0,0,4,0.0,11.0,0,1,5,6.0,72.0,0.0,0,53.0,1.0,Mar-24
SMP,0.0,1.0,3,6,0.0,17.0,1,1,8,8.0,67.0,0.0,0,35.0,10.0,Mar-24
RPMP,0.0,0.0,0,0,0.0,7.0,3,0,0,8.0,50.0,1.0,0,57.0,0.0,Mar-24
GMP,2.0,5.0,1,1,0.0,23.0,4,0,7,18.0,110.0,0.0,0,104.0,2.0,Mar-24
Dhaka Range,11.0,32.0,60,23,2.0,247.0,3,8,39,108.0,1179.0,12.0,10,1007.0,1.0,Mar-24
Mymensingh Range,0.0,2.0,23,2,0.0,115.0,3,2,3,55.0,525.0,1.0,0,275.0,27.0,Mar-24
Chittagong Range,6.0,30.0,33,8,4.0,151.0,11,5,29,122.0,1208.0,50.0,2,775.0,29.0,Mar-24
Sylhet Range,2.0,4.0,17,2,0.0,58.0,1,7,10,54.0,395.0,1.0,0,100.0,46.0,Mar-24
Khulna Range,0.0,7.0,17,9,0.0,139.0,1,0,17,73.0,672.0,10.0,5,666.0,13.0,Mar-24
Barishal Range,2.0,2.0,15,11,0.0,150.0,0,2,10,26.0,507.0,1.0,2,215.0,0.0,Mar-24
Rajshahi Range,1.0,6.0,25,4,0.0,205.0,5,6,5,87.0,874.0,38.0,4,1161.0,28.0,Mar-24
Rangpur Range,0.0,7.0,20,4,0.0,203.0,5,4,9,63.0,703.0,1.0,0,535.0,4.0,Mar-24
Ralway Range,0.0,1.0,1,0,0.0,1.0,0,0,0,13.0,14.0,0.0,0,24.0,0.0,Mar-24
DMP,3.0,15.0,14,24,0.0,149.0,4,4,69,140.0,628.0,4.0,2,623.0,6.0,Apr-24
CMP,0.0,12.0,9,4,0.0,37.0,4,3,12,37.0,149.0,1.0,0,132.0,10.0,Apr-24
KMP,0.0,0.0,1,1,0.0,6.0,1,2,6,10.0,44.0,1.0,2,119.0,2.0,Apr-24
RMP,0.0,2.0,0,0,0.0,21.0,0,2,0,14.0,58.0,0.0,0,141.0,2.0,Apr-24
BMP,0.0,2.0,2,2,0.0,23.0,0,2,7,10.0,76.0,0.0,0,45.0,0.0,Apr-24
SMP,0.0,0.0,2,5,0.0,17.0,0,3,6,11.0,70.0,0.0,0,35.0,13.0,Apr-24
RPMP,0.0,0.0,2,3,0.0,9.0,5,1,0,9.0,49.0,0.0,0,38.0,0.0,Apr-24
GMP,0.0,5.0,5,4,0.0,30.0,4,2,12,12.0,82.0,1.0,0,92.0,0.0,Apr-24
Dhaka Range,13.0,18.0,75,24,0.0,281.0,9,18,25,103.0,1263.0,6.0,4,826.0,2.0,Apr-24
Mymensingh Range,0.0,2.0,30,8,0.0,108.0,2,4,3,42.0,579.0,1.0,0,285.0,39.0,Apr-24
Chittagong Range,10.0,24.0,54,4,3.0,194.0,13,13,34,128.0,1256.0,49.0,0,623.0,13.0,Apr-24
Sylhet Range,0.0,2.0,23,8,0.0,59.0,1,4,9,53.0,461.0,1.0,0,84.0,30.0,Apr-24
Khulna Range,2.0,2.0,18,14,0.0,129.0,3,4,9,58.0,744.0,11.0,3,618.0,14.0,Apr-24
Barishal Range,0.0,3.0,11,5,0.0,130.0,1,2,9,28.0,565.0,1.0,0,176.0,2.0,Apr-24
Rajshahi Range,0.0,7.0,20,11,0.0,218.0,4,9,7,78.0,955.0,40.0,6,982.0,41.0,Apr-24
Rangpur Range,1.0,2.0,30,3,0.0,211.0,4,6,12,73.0,894.0,1.0,0,432.0,8.0,Apr-24
Ralway Range,0.0,1.0,0,0,0.0,1.0,0,0,0,6.0,32.0,0.0,0,13.0,0.0,Apr-24
DMP,2.0,19.0,16,23,0.0,172.0,7,10,65,194.0,654.0,2.0,5,738.0,19.0,May-24
CMP,1.0,7.0,7,2,0.0,57.0,4,1,18,29.0,142.0,1.0,1,179.0,5.0,May-24
KMP,0.0,1.0,4,0,0.0,25.0,0,0,1,10.0,46.0,2.0,0,126.0,2.0,May-24
RMP,0.0,6.0,1,1,0.0,17.0,3,1,5,12.0,61.0,0.0,0,141.0,0.0,May-24
BMP,0.0,0.0,2,0,0.0,17.0,1,0,5,4.0,76.0,0.0,0,50.0,0.0,May-24
SMP,1.0,0.0,2,4,0.0,20.0,2,0,7,8.0,64.0,0.0,0,46.0,11.0,May-24
RPMP,0.0,0.0,1,1,0.0,9.0,4,0,0,3.0,43.0,0.0,0,67.0,1.0,May-24
GMP,4.0,5.0,8,0,0.0,31.0,2,1,3,17.0,101.0,1.0,0,124.0,0.0,May-24
Dhaka Range,11.0,29.0,51,19,0.0,323.0,7,7,39,88.0,1183.0,12.0,5,887.0,7.0,May-24
Mymensingh Range,0.0,4.0,19,5,0.0,122.0,2,3,6,39.0,415.0,3.0,0,252.0,32.0,May-24
Chittagong Range,4.0,14.0,53,13,0.0,181.0,4,6,28,88.0,1039.0,45.0,0,665.0,31.0,May-24
Sylhet Range,2.0,3.0,15,3,0.0,57.0,0,3,9,33.0,359.0,4.0,1,114.0,26.0,May-24
Khulna Range,2.0,6.0,32,7,0.0,134.0,2,2,14,48.0,729.0,4.0,4,555.0,6.0,May-24
Barishal Range,0.0,1.0,8,11,0.0,152.0,0,2,7,17.0,434.0,2.0,2,151.0,0.0,May-24
Rajshahi Range,3.0,13.0,21,5,0.0,227.0,8,6,2,67.0,861.0,34.0,0,892.0,30.0,May-24
Rangpur Range,1.0,2.0,19,3,0.0,222.0,4,1,10,56.0,715.0,0.0,0,449.0,9.0,May-24
Ralway Range,0.0,5.0,0,1,0.0,1.0,0,0,0,13.0,23.0,2.0,0,11.0,2.0,May-24
DMP,3.0,16.0,13,26,0.0,147.0,3,1,80,191.0,552.0,4.0,1,568.0,7.0,Jun-24
CMP,0.0,8.0,8,9,1.0,31.0,1,0,8,29.0,118.0,1.0,0,152.0,1.0,Jun-24
KMP,0.0,0.0,4,2,0.0,14.0,0,1,4,12.0,33.0,1.0,0,110.0,0.0,Jun-24
RMP,0.0,4.0,0,0,0.0,23.0,0,3,6,12.0,65.0,1.0,0,143.0,3.0,Jun-24
BMP,0.0,0.0,1,0,0.0,12.0,0,0,7,11.0,68.0,1.0,0,45.0,0.0,Jun-24
SMP,0.0,1.0,3,10,0.0,20.0,1,0,5,6.0,41.0,0.0,0,33.0,17.0,Jun-24
RPMP,0.0,1.0,2,0,0.0,8.0,2,1,0,9.0,51.0,1.0,0,43.0,0.0,Jun-24
GMP,2.0,8.0,6,1,0.0,35.0,2,0,4,8.0,63.0,0.0,0,81.0,1.0,Jun-24
Dhaka Range,16.0,17.0,59,15,0.0,278.0,4,9,39,91.0,1152.0,13.0,2,804.0,3.0,Jun-24
Mymensingh Range,0.0,5.0,21,4,0.0,119.0,2,2,5,31.0,451.0,3.0,0,254.0,51.0,Jun-24
Chittagong Range,8.0,22.0,57,9,0.0,193.0,5,9,45,82.0,1095.0,34.0,1,661.0,20.0,Jun-24
Sylhet Range,1.0,1.0,10,1,0.0,54.0,2,0,5,39.0,341.0,0.0,0,98.0,37.0,Jun-24
Khulna Range,1.0,6.0,15,4,1.0,177.0,1,3,17,49.0,806.0,12.0,0,548.0,9.0,Jun-24
Barishal Range,5.0,1.0,10,8,0.0,172.0,0,3,8,23.0,541.0,0.0,0,165.0,0.0,Jun-24
Rajshahi Range,0.0,8.0,36,3,0.0,221.0,4,3,10,79.0,816.0,27.0,3,835.0,24.0,Jun-24
